singleID,singleName,releaseDate,singleCategory,artistName,labelName
424,ゴールデン チャイナタウン/サヨナラ ウソつきの私,2013/6/19,シングル,Berryz工房,PICCOLO TOWN
425,新しい私になれ!/ヤッタルチャン,2013/7/3,シングル,スマイレージ,hachama
426,悲しき雨降り/アダムとイブのジレンマ,2013/7/10,シングル,℃-ute,zetima
554,レディーマーメイド/エイヤサ!ブラザー/海岸清掃男子,2013/8/7,インディーズシングル,ダイヤレディー／メロウクアッド／HI-FIN,UP-FRONT WORKS
427,わがまま 気のまま 愛のジョーク/愛の軍団,2013/8/28,シングル,モーニング娘。,zetima
553,ほたる祭りの日,2013/9/4,DVDシングル,ジュリン,UP-FRONT WORKS
428,ロマンスの途中/私が言う前に抱きしめなきゃね(MEMORIAL EDIT)/五月雨美女がさ乱れる(MEMORIAL EDIT),2013/9/11,シングル,Juice=Juice,hachama
429,もっとずっと一緒に居たかった/ROCKエロティック,2013/10/2,シングル,Berryz工房,PICCOLO TOWN
430,都会の一人暮らし/愛ってもっと斬新,2013/11/6,シングル,℃-ute,zetima
431,イジワルしないで 抱きしめてよ/初めてを経験中,2013/12/4,シングル,Juice=Juice,hachama
432,ええか!?/「良い奴」,2013/12/18,シングル,スマイレージ,hachama
433,おへその国からこんにちは/天まで登れ!,2013/12/20,DVDシングル,ハロプロ研修生,UP-FRONT WORKS
434,笑顔の君は太陽さ/君の代わりは居やしない/What is LOVE?,2014/1/29,シングル,モーニング娘。'14,zetima
435,大人なのよ!/1億3千万総ダイエット王国,2014/2/19,シングル,Berryz工房,PICCOLO TOWN
436,心の叫びを歌にしてみた/Love take it all,2014/3/5,シングル,℃-ute,zetima
437,裸の裸の裸のKISS/アレコレしたい!,2014/3/19,シングル,Juice=Juice,hachama
438,時空を超え 宇宙を超え/Password is 0,2014/4/16,シングル,モーニング娘。'14,zetima
562,嗚呼、素晴らしき日々よ/Dream Last Train/木立を抜ける風のように,2014/4/23,インディーズシングル,さとのあかり／トリプレット／ODATOMO,UP-FRONT WORKS
439,ミステリーナイト!/エイティーン エモーション,2014/4/30,シングル,スマイレージ,hachama
440,可憐な合唱団,2014/5/15,インディーズシングル,ハロプロ研修生,UP-FRONT WORKS
441,愛はいつも君の中に/普通、アイドル10年やってらんないでしょ!?,2014/6/4,シングル,Berryz工房,PICCOLO TOWN
442,The Power/悲しきヘブン,2014/7/16,シングル,℃-ute,zetima
443,ブラックバタフライ/風に吹かれて,2014/7/30,シングル,Juice=Juice,hachama
444,嗚呼 すすきの/地球は今日も愛を育む,2014/8/20,シングル,スマイレージ,hachama
445,背伸び/伊達じゃないよ うちの人生は,2014/10/1,シングル,Juice=Juice,hachama
446,TIKI BUN/シャバダバ ドゥ～/見返り美人,2014/10/15,シングル,モーニング娘。'14,zetima
447,ロマンスを語って/永久の歌,2014/11/12,シングル,Berryz工房,PICCOLO TOWN
448,I miss you/THE FUTURE,2014/11/19,シングル,℃-ute,zetima
449,演劇女子部 S/mileage's JUKEBOX-MUSICAL 『SMILE FANTASY!』,2014/12/10,シングル,スマイレージ,hachama
450,大器晩成/乙女の逆襲,2015/2/4,シングル,アンジュルム,hachama
451,愛おしくってごめんね/恋泥棒,2015/3/25,シングル,カントリー・ガールズ,zetima
452,念には念/サバイバー,2015/3/26,インディーズシングル,こぶしファクトリー,UP-FRONT WORKS
453,The Middle Management～女性中間管理職～/我武者LIFE/次の角を曲がれ,2015/4/1,シングル,℃-ute,zetima
454,Wonderful World/Ca va ? Ca va ?（サヴァサヴァ）,2015/4/8,シングル,Juice=Juice,hachama
455,青春小僧が泣いている/夕暮れは雨上がり/イマココカラ,2015/4/15,シングル,モーニング娘。'15,zetima
456,七転び八起き/臥薪嘗胆/魔法使いサリー,2015/7/22,シングル,アンジュルム,hachama
457,わかっているのにごめんね/ためらい サマータイム,2015/8/5,シングル,カントリー・ガールズ,zetima
458,Oh my wish!/スカッとMy Heart/今すぐ飛び込む勇気,2015/8/19,シングル,モーニング娘。'15,zetima
459,ドスコイ!ケンキョにダイタン/ラーメン大好き小泉さんの唄/念には念(念入り ver.),2015/9/2,シングル,こぶしファクトリー,zetima
460,青春まんまんなか!,2015/9/6,インディーズシングル,つばきファクトリー,UP-FRONT WORKS
461,ありがとう～無限のエール～/嵐を起こすんだ Exciting Fight!,2015/10/28,シングル,℃-ute,zetima
462,出すぎた杭は打たれない/ドンデンガエシ/わたし,2015/11/11,シングル,アンジュルム,hachama
463,冷たい風と片思い/ENDLESS SKY/One and Only,2015/12/29,シングル,モーニング娘。'15,zetima
464,気高く咲き誇れ!,2015/12/31,インディーズシングル,つばきファクトリー,UP-FRONT WORKS
465,Next is you!/カラダだけが大人になったんじゃない,2016/2/3,シングル,NEXT YOU/Juice=Juice,hachama
466,桜ナイトフィーバー/チョット愚直に!猪突猛進/押忍!こぶし魂,2016/2/17,シングル,こぶしファクトリー,zetima
467,大人の事情,2016/3/2,配信限定シングル,NEXT YOU,UP-FRONT WORKS
468,ブギウギLOVE/恋はマグネット/ランラルン～あなたに夢中～,2016/3/9,シングル,カントリー・ガールズ,zetima
469,何故 人は争うんだろう?/Summer Wind/人生はSTEP!,2016/4/20,シングル,℃-ute,zetima
470,次々続々/糸島Distance/恋ならとっくに始まってる,2016/4/27,シングル,アンジュルム,hachama
471,泡沫サタデーナイト!/The Vision/Tokyoという片隅,2016/5/11,シングル,モーニング娘。'16,zetima
472,演劇女子部 「気絶するほど愛してる！」 オリジナルサウンドトラック,2016/6/1,サウンドトラック,カントリー・ガールズ/つばきファクトリー,UP-FRONT WORKS
473,演劇女子部「続・11人いる！東の地平・西の永遠」オリジナルサウンドトラック,2016/7/13,サウンドトラック,モーニング娘。'16,UP-FRONT WORKS
474,サンバ!こぶしジャネイロ/バッチ来い青春!/オラはにんきもの,2016/7/27,シングル,こぶしファクトリー,zetima
475,独り占め/私がオバさんになっても,2016/8/6,DVDシングル,つばきファクトリー,UP-FRONT WORKS
476,ソラシド〜ねえねえ〜,2016/9/21,DVDシングル,Buono!,zetima
477,どーだっていいの/涙のリクエスト,2016/9/28,シングル,カントリー・ガールズ,zetima
478,上手く言えない/愛のため今日まで進化してきた人間 愛のためすべて退化してきた人間/忘れてあげる,2016/10/19,シングル,アンジュルム,hachama
479,Dream Road～心が踊り出してる～/KEEP ON 上昇志向!!/明日やろうはバカやろう,2016/10/26,シングル,Juice=Juice,hachama
480,夢幻クライマックス/愛はまるで静電気/Singing～あの頃のように～,2016/11/2,シングル,℃-ute,zetima
481,セクシーキャットの演説/ムキダシで向き合って/そうじゃない,2016/11/23,シングル,モーニング娘。'16,zetima
482,演劇女子部「ネガポジポジ」オリジナルサウンドトラック,2016/12/7,サウンドトラック,つばきファクトリー/ハロプロ研修生,UP-FRONT WORKS
483,Good Boy Bad Girl/ビーナッツバタージェリーラブ,2017/2/8,シングル,カントリー・ガールズ,zetima
484,初恋サンライズ/Just Try!/うるわしのカメリア,2017/2/22,シングル,つばきファクトリー,zetima
485,BRAND NEW MORNING/ジェラシー ジェラシー,2017/3/8,シングル,モーニング娘。'17,zetima
486,To Tomorrow/ファイナルスコール/The Curtain Rises,2017/3/29,シングル,℃-ute,zetima
487,地団駄ダンス/Feel!感じるよ,2017/4/26,シングル,Juice=Juice,hachama
488,Goal〜明日はあっちだよ〜,2017/5/19,配信限定シングル,Juice=Juice,UP-FRONT WORKS
489,Miss変換 !!,2017/5/19,配信限定シングル,工藤遥&佐藤優樹(モーニング娘。'17),UP-FRONT WORKS
490,Hello! まっさらの自分,2017/6/2,配信限定シングル,ハロプロ研修生,UP-FRONT WORKS
491,アイドル卒業注意事項(2017.5.4Live@中野サンプラザ),2017/6/2,配信限定シングル,カントリー・ガールズ,UP-FRONT WORKS
492,シャララ!やれるはずさ/エエジャナイカ ニンジャナイカ,2017/6/14,シングル,こぶしファクトリー,zetima
493,如雨露,2017/6/16,配信限定シングル,Juice=Juice,UP-FRONT WORKS
494,愛さえあればなんにもいらない/ナミダイロノケツイ/魔女っ子メグちゃん,2017/6/21,シングル,アンジュルム,hachama
495,一尺玉でぶっ放せ!,2017/6/30,配信限定シングル,ハロプロ研修生,UP-FRONT WORKS
496,いのうえのうた,2017/6/30,配信限定シングル,井上玲音(こぶしファクトリー)、井上ひかる(ハロプロ研修生),UP-FRONT WORKS
497,リアル☆リトル☆ガール/彼女になりたいっ!!! (ハロプロ研修生北海道 Ver.),2017/7/5,インディーズシングル,ハロプロ研修生北海道,UP-FRONT WORKS
498,おバカねこと おバカねこバカのうた,2017/7/14,配信限定シングル,飯窪春菜(モーニング娘。'17)、金澤朋子(Juice=Juice),UP-FRONT WORKS
499,就活センセーション/笑って/ハナモヨウ,2017/7/26,シングル,つばきファクトリー,zetima
500,ミンミンロケンロー!,2017/7/28,配信限定シングル,船木結(アンジュルム/カントリー・ガールズ)、横山玲奈(モーニング娘。'17),UP-FRONT WORKS
501,小生意気ガール,2017/8/11,配信限定シングル,カントリー・ガールズ,UP-FRONT WORKS
502,誤爆〜We Can't Go Back〜,2017/8/11,配信限定シングル,一岡伶奈、段原瑠々、川村文乃、高瀬くるみ、清野桃々姫,UP-FRONT WORKS
503,Fiesta! Fiesta!,2017/8/23,配信限定シングル,Juice=Juice,UP-FRONT WORKS
504,ありがた迷惑物語,2017/9/8,配信限定シングル,ハロプロ研修生,UP-FRONT WORKS
505,邪魔しないで Here We Go!/弩級のゴーサイン/若いんだし!,2017/10/4,シングル,モーニング娘。'17,zetima
506,愛の種(20th Anniversary Ver.),2017/11/3,配信限定シングル,モーニング娘。20th,UP-FRONT WORKS
507,五線譜のたすき,2017/11/30,配信限定シングル,モーニング娘。'17,zetima
508,マナーモード/キソクタダシクウツクシク/君だけじゃないさ…friends,2017/12/13,DVDシングル,アンジュルム,hachama
509,雑煮でケンカしてんじゃねーよ,2017/12/22,配信限定シングル,宮崎由加(Juice=Juice)、牧野真莉愛(モーニング娘。'17)、川村文乃(アンジュルム),UP-FRONT WORKS
510,書いては消しての “I Love You”,2017/12/24,配信限定シングル,カントリー・ガールズ,UP-FRONT WORKS
511,花が咲く 太陽浴びて,2018/1/28,配信限定シングル,モーニング娘。'18,zetima
512,モーニングコーヒー（20th Anniversary Ver.）,2018/1/28,配信限定シングル,モーニング娘。20th,UP-FRONT WORKS
513,低温火傷/春恋歌/I Need You ～夜空の観覧車～,2018/2/21,シングル,つばきファクトリー,zetima
514,これからだ!/明日テンキになあれ,2018/3/28,シングル,こぶしファクトリー,zetima
563,ふるさとの夢,2018/3/28,インディーズシングル,かみいしなか かな,UP-FRONT WORKS
515,SEXY SEXY/泣いていいよ/Vivid Midnight,2018/4/18,シングル,Juice=Juice,hachama
516,泣けないぜ・・・共感詐欺/Uraha＝Lover/君だけじゃないさ．．．friends(2018アコースティックVer.),2018/5/9,シングル,アンジュルム,hachama
517,Are You Happy?/A gonna,2018/6/13,シングル,モーニング娘。'18,zetima
518,ハンコウキ!/Ice day Party,2018/7/11,インディーズシングル,ハロプロ研修生北海道 feat.稲場愛香,UP-FRONT WORKS
519,ひょっこりひょうたん島,2018/7/17,配信限定シングル,こぶしファクトリー＆つばきファクトリー,UP-FRONT WORKS
520,デートの日は二度くらいシャワーして出かけたい/純情cm(センチメートル)/今夜だけ浮かれたかった,2018/7/18,シングル,つばきファクトリー,zetima
521,夏将軍,2018/7/21,配信限定シングル,アンジュルム,UP-FRONT WORKS
522,きっと私は/ナセバナル,2018/8/8,シングル,こぶしファクトリー,zetima
523,待てないアフターファイブ/傘をさす先輩,2018/8/24,配信限定シングル,カントリー・ガールズ,UP-FRONT WORKS
524,YEAH YEAH YEAH/憧れのStress-free/花、闌の時,2018/9/26,シングル,ハロプロ・オールスターズ,zetima
525,フラリ銀座/自由な国だから,2018/10/24,シングル,モーニング娘。'18,zetima
526,タデ食う虫もLike it!/46億年LOVE,2018/10/31,シングル,アンジュルム,hachama
527,微炭酸/ポツリと/Good bye & Good luck!,2019/2/13,シングル,Juice=Juice,hachama
528,三回目のデート神話/ふわり、恋時計,2019/2/27,シングル,つばきファクトリー,zetima
529,恋する!さかなヘン,2019/3/30,配信限定シングル,矢島舞美、中島早貴、高木紗友希(Juice=Juice)、岡田万里奈(LoVendoЯ)、岸本ゆめの(つばきファクトリー),UP-FRONT WORKS
530,恋はアッチャアッチャ/夢見た 15年,2019/4/10,シングル,アンジュルム,hachama
531,Oh No 懊悩/ハルウララ,2019/4/24,シングル,こぶしファクトリー,zetima
532,「ひとりで生きられそう」って それってねえ、褒めているの？/25歳永遠説,2019/6/5,シングル,Juice=Juice,hachama
533,人生Blues/青春Night,2019/6/12,シングル,モーニング娘。'19,zetima
534,眼鏡の男の子/ニッポンノD・N・A!/Go Waist,2019/8/7,シングル,BEYOOOOONDS,zetima
535,One Summer Night〜真夏の決心〜/夏色のパレット,2019/8/24,配信限定シングル,カントリー・ガールズ,UP-FRONT WORKS
536,ナインティーンの蜃気楼('19 Summer Ver.),2019/8/24,配信限定シングル,つばきファクトリー,UP-FRONT WORKS
561,どうして僕らにはやる気がないのか,2019/10/18,配信限定シングル,宮本佳林,UP-FRONT WORKS
599,「ひとりで生きられそう」って それってねえ、褒めているの？/25歳永遠説【通常盤C】,2019/10/23,シングル,Juice=Juice,hachama
537,私を創るのは私/全然起き上がれないSUNDAY,2019/11/20,シングル,アンジュルム,hachama
560,天使の涙,2019/12/20,配信限定シングル,中西香菜,UP-FRONT WORKS
538,意識高い乙女のジレンマ/抱きしめられてみたい,2020/1/15,シングル,つばきファクトリー,zetima
539,KOKORO&KARADA/LOVEペディア/人間関係No way way,2020/1/22,シングル,モーニング娘。'20,zetima
555,黄色い線の内側で並んでお待ちください,2020/1/28,配信限定シングル,金澤朋子,UP-FRONT WORKS
540,青春の花/スタートライン,2020/3/4,シングル,こぶしファクトリー,zetima
556,君だけじゃないさ...friends(アコースティックVer.),2020/3/23,配信限定シングル,室田瑞希,UP-FRONT WORKS
541,ポップミュージック/好きって言ってよ,2020/4/1,シングル,Juice=Juice,hachama
542,限りあるMoment/ミラー・ミラー,2020/8/26,シングル,アンジュルム,hachama
543,断捨ISM/イマナンジ?,2020/9/30,シングル,つばきファクトリー,zetima
557,帰りたくないな。,2020/12/9,配信限定シングル,船木結,UP-FRONT WORKS
558,未来のフィラメント,2020/12/10,配信限定シングル,宮本佳林,UP-FRONT WORKS
544,純情エビデンス/ギューされたいだけなのに,2020/12/16,シングル,モーニング娘。'20,zetima
545,SHAKA SHAKA TO LOVE,2020/12/24,配信限定シングル,アンジュルム,UP-FRONT WORKS
546,"激辛LOVE/Now Now Ningen/こんなハズジャナカッター!	",2021/3/3,シングル,BEYOOOOONDS,zetima
547,DOWN TOWN/がんばれないよ,2021/4/28,シングル,Juice=Juice,hachama
559,DOWN TOWN/がんばれないよ(Special Edition),2021/4/28,配信限定シングル,Juice=Juice,UP-FRONT WORKS
548,エキストラ,2021/6/21,配信限定シングル,譜久村聖,UP-FRONT WORKS
549,はっきりしようぜ/泳げないMermaid/愛されルート A or B?,2021/6/23,シングル,アンジュルム,hachama
550,フレフレ・エブリデイ,2021/7/28,配信限定シングル,BEYOOOOONDS,UP-FRONT WORKS
564,SHAKA SHAKA #2 LOVE カラフルライフ編,2021/9/1,配信限定シングル,アンジュルム,UP-FRONT WORKS
565,地球は今日も愛を育む,2021/11/16,配信限定シングル,笠原桃奈,UP-FRONT WORKS
566,涙のヒロイン降板劇/ガラクタDIAMOND/約束・連絡・記念日,2021/11/17,シングル,つばきファクトリー,zetima
567,あなたを想う帰り道,2021/11/25,配信限定シングル,金澤朋子,UP-FRONT WORKS
568,Teenage Solution/よしよししてほしいの/ビートの惑星,2021/12/8,シングル,モーニング娘。'21,zetima
569,女子かしまし物語 (モーニング娘。'21 Ver.),2021/12/14,配信限定シングル,モーニング娘。'21,zetima
570,笑顔の君は太陽さ,2021/12/14,配信限定シングル,佐藤優樹,UP-FRONT WORKS
571,プラスティック・ラブ/Familia/Future Smile,2021/12/22,シングル,Juice=Juice,hachama
583,ラーメン大好き小泉さんの唄,2022/1/8,配信限定シングル,OCHA NORMA,UP-FRONT WORKS
584,英雄～笑って！ショパン先輩～/ハムカツ黙示録,2022/3/2,シングル,BEYOOOOONDS,zetima
585,I WISH,2022/3/18,配信限定シングル,モーニング娘。'22,UP-FRONT WORKS
586,愛・魔性/ハデにやっちゃいな！/愛すべきべき Human Life,2022/5/11,シングル,アンジュルム,hachama
587,もしも…,2022/5/31,配信限定シングル,稲場愛香,UP-FRONT WORKS
588,Chu Chu Chu 僕らの未来/大・人生 Never Been Better!,2022/6/8,シングル,モーニング娘。'22,zetima
589,みかん,2022/6/21,配信限定シングル,森戸知沙希,UP-FRONT WORKS
590,アドレナリン・ダメ/弱さじゃないよ、恋は/アイドル天職音頭,2022/6/29,シングル,つばきファクトリー,zetima
591,恋のクラウチングスタート/お祭りデビューだぜ！,2022/7/13,シングル,OCHA NORMA,zetima
592,恋のクラウチングスタート/お祭りデビューだぜ！(Special Edition),2022/7/13,配信限定シングル,OCHA NORMA,UP-FRONT WORKS
593,Sunset Summer Fever,2022/9/1,配信限定シングル,L!PP (from Hello! Project Dance Team),UP-FRONT WORKS
594,悔しいわ/Piece of Peace～しあわせのパズル～,2022/10/19,シングル,アンジュルム,hachama
595,全部賭けてGO!!/イニミニマニモ～恋のライバル宣言～,2022/11/23,シングル,Juice=Juice,hachama
596,運命 CHACHACHACHA～N/ウチらの地元は地球じゃん！,2022/11/30,シングル,OCHA NORMA,zetima
597,運命 CHACHACHACHA～N/ウチらの地元は地球じゃん！(Special Edition),2022/11/30,配信限定シングル,OCHA NORMA,UP-FRONT WORKS
598,Give me 愛,2022/12/11,配信限定シングル,加賀楓,UP-FRONT WORKS
600,Swing Swing Paradise / Happy birthday to Me!,2022/12/21,シングル,モーニング娘。'22,zetima
